Timestamp,Gate Voltage (V),Drain Voltage (V),Gate Current (A),Drain Current (A),Current Limit (A)
2025-04-23 20:05:30.517409,0.0,600.0,-3.236848e-08,5.458729e-07,0.001
2025-04-23 20:05:31.016315,0.0,600.0,1.049947e-06,0.0009999615,0.001
2025-04-23 20:05:31.518779,0.0,600.0,1.21513e-09,0.0009999615,0.001
2025-04-23 20:05:31.946226,0.0,600.0,2.541525e-09,0.0009999606,0.001
2025-04-23 20:05:32.391950,0.0,600.0,3.046116e-10,0.0009999634,0.001
2025-04-23 20:05:32.834620,0.0,600.0,4.586532e-11,0.0009999607,0.001
2025-04-23 20:05:33.275663,0.0,600.0,9.654753e-11,0.0009999605,0.001
2025-04-23 20:05:33.722800,0.0,600.0,-3.396018e-11,0.0009999615,0.001
2025-04-23 20:05:34.180656,0.0,600.0,-4.740023e-11,0.00099996,0.001
2025-04-23 20:05:34.624005,0.0,600.0,-1.314636e-10,0.0009999609,0.001
