Timestamp,Gate Voltage (V),Drain Voltage (V),Gate Current (A),Drain Current (A),Current Limit (A)
2025-04-23 19:01:34.119485,0.0,500.0,-8.509857e-10,7.046156e-09,0.001
2025-04-23 19:01:34.559335,0.0,500.0,-6.832111e-10,6.184019e-09,0.001
2025-04-23 19:01:35.006764,0.0,500.0,-1.267828e-09,7.919838e-09,0.001
2025-04-23 19:01:35.460153,0.0,500.0,-7.136147e-10,6.135923e-09,0.001
2025-04-23 19:01:35.905914,0.0,500.0,-7.187493e-10,1.788681e-08,0.001
2025-04-23 19:01:36.361688,0.0,500.0,-7.751264e-10,6.404814e-09,0.001
2025-04-23 19:01:36.808502,0.0,500.0,-6.897544e-10,5.971898e-09,0.001
2025-04-23 19:01:37.248893,0.0,500.0,-8.647771e-10,6.502294e-09,0.001
2025-04-23 19:01:37.694229,0.0,500.0,-8.065874e-10,5.940665e-09,0.001
2025-04-23 19:01:38.137273,0.0,500.0,-9.84178e-10,6.932724e-09,0.001
2025-04-23 19:01:38.576822,0.0,500.0,-8.260676e-10,5.967257e-09,0.001
2025-04-23 19:01:39.034668,0.0,500.0,-1.25766e-09,7.813473e-09,0.001
2025-04-23 19:01:39.480665,0.0,500.0,-8.881333e-10,6.174188e-09,0.001
2025-04-23 19:01:39.921756,0.0,500.0,-8.821444e-10,1.09817e-08,0.001
2025-04-23 19:01:40.428439,0.0,500.0,-8.953827e-10,6.223777e-09,0.001
2025-04-23 19:01:40.876950,0.0,500.0,-9.078157e-10,2.729226e-08,0.001
2025-04-23 19:01:41.324578,0.0,500.0,-9.031844e-10,6.322109e-09,0.001
2025-04-23 19:01:41.765510,0.0,500.0,-8.741409e-10,5.973741e-09,0.001
2025-04-23 19:01:42.210893,0.0,500.0,-1.025152e-09,6.652456e-09,0.001
2025-04-23 19:01:42.639359,0.0,500.0,-9.584565e-10,6.009311e-09,0.001
2025-04-23 19:01:43.084859,0.0,500.0,-1.108713e-09,7.129127e-09,0.001
2025-04-23 19:01:43.509603,0.0,500.0,-9.707873e-10,6.367541e-09,0.001
2025-04-23 19:01:43.951936,0.0,500.0,-7.921413e-09,9.333673e-09,0.001
2025-04-23 19:01:44.391906,0.0,500.0,-1.042518e-09,6.452905e-09,0.001
2025-04-23 19:01:44.822369,0.0,500.0,-9.540757e-10,5.927844e-09,0.001
2025-04-23 19:01:45.264377,0.0,500.0,-1.140223e-09,6.396129e-09,0.001
2025-04-23 19:01:45.710116,0.0,500.0,-9.78136e-10,6.103393e-09,0.001
2025-04-23 19:01:46.153703,0.0,500.0,-1.07685e-09,6.717201e-09,0.001
