Timestamp,Gate Voltage (V),Drain Voltage (V),Gate Current (A),Drain Current (A),Current Limit (A)
2025-04-23 19:24:15.756742,0.0,950.0,-1.059884e-09,1.084714e-08,0.001
2025-04-23 19:24:16.201875,0.0,950.0,-1.3385e-09,1.170852e-08,0.001
2025-04-23 19:24:16.618850,0.0,950.0,-1.270042e-09,1.093373e-08,0.001
2025-04-23 19:24:17.058078,0.0,950.0,-1.589432e-09,1.279334e-08,0.001
2025-04-23 19:24:17.502888,0.0,950.0,-1.288567e-09,1.09422e-08,0.001
2025-04-23 19:24:18.022089,0.0,950.0,-2.014131e-09,1.363858e-08,0.001
2025-04-23 19:24:18.443914,0.0,950.0,-1.366087e-09,1.136132e-08,0.001
2025-04-23 19:24:18.875297,0.0,950.0,-1.279354e-09,3.423422e-08,0.001
2025-04-23 19:24:19.317397,0.0,950.0,-1.533611e-09,1.15288e-08,0.001
2025-04-23 19:24:19.744369,0.0,950.0,-1.300195e-09,1.082742e-08,0.001
2025-04-23 19:24:20.191670,0.0,950.0,-1.73657e-09,1.174517e-08,0.001
2025-04-23 19:24:20.648926,0.0,950.0,-1.435602e-09,1.106219e-08,0.001
2025-04-23 19:24:21.089129,0.0,950.0,-1.758116e-09,1.239781e-08,0.001
2025-04-23 19:24:21.523248,0.0,950.0,-1.480956e-09,1.116412e-08,0.001
2025-04-23 19:24:21.932078,0.0,950.0,-7.963592e-09,1.049531e-06,0.001
2025-04-23 19:24:22.381542,0.0,950.0,-1.008742e-09,1.691596e-08,0.001
2025-04-23 19:24:22.822636,0.0,950.0,-1.25187e-09,1.542923e-08,0.001
2025-04-23 19:24:23.267095,0.0,950.0,-1.552033e-09,1.656746e-08,0.001
2025-04-23 19:24:23.712120,0.0,950.0,-1.467114e-09,1.529843e-08,0.001
2025-04-23 19:24:24.153699,0.0,950.0,-1.623511e-09,1.73397e-08,0.001
2025-04-23 19:24:24.602013,0.0,950.0,-1.494346e-09,1.523378e-08,0.001
2025-04-23 19:24:25.046008,0.0,950.0,-1.854963e-09,1.831211e-08,0.001
2025-04-23 19:24:25.491623,0.0,950.0,-1.543978e-09,1.523721e-08,0.001
2025-04-23 19:24:25.993222,0.0,950.0,-2.335837e-09,2.017286e-08,0.001
2025-04-23 19:24:26.436663,0.0,950.0,-1.636046e-09,1.49854e-08,0.001
2025-04-23 19:24:26.884821,0.0,950.0,-1.600256e-09,8.248207e-08,0.001
2025-04-23 19:24:27.327451,0.0,950.0,-1.711202e-09,1.533928e-08,0.001
2025-04-23 19:24:27.773097,0.0,950.0,-1.643294e-09,1.415311e-08,0.001
2025-04-23 19:24:28.212504,0.0,950.0,-1.764961e-09,1.551089e-08,0.001
2025-04-23 19:24:28.661964,0.0,950.0,-1.635493e-09,1.43542e-08,0.001
2025-04-23 19:24:29.106102,0.0,950.0,-1.883804e-09,1.676889e-08,0.001
2025-04-23 19:24:29.551116,0.0,950.0,-1.662624e-09,1.446693e-08,0.001
2025-04-23 19:24:29.977236,0.0,950.0,-2.725999e-09,1.96678e-08,0.001
2025-04-23 19:24:30.422734,0.0,950.0,-1.690462e-09,1.455773e-08,0.001
2025-04-23 19:24:30.848597,0.0,950.0,-1.668062e-09,1.386615e-08,0.001
2025-04-23 19:24:31.295808,0.0,950.0,-1.84711e-09,1.495386e-08,0.001
2025-04-23 19:24:31.755687,0.0,950.0,-1.727157e-09,1.394754e-08,0.001
2025-04-23 19:24:32.202094,0.0,950.0,-1.984179e-09,1.58214e-08,0.001
2025-04-23 19:24:32.712196,0.0,950.0,-1.83065e-09,1.390959e-08,0.001
2025-04-23 19:24:33.157286,0.0,950.0,-2.034263e-09,1.567676e-08,0.001
2025-04-23 19:24:33.601225,0.0,950.0,-1.778501e-09,1.411681e-08,0.001
2025-04-23 19:24:34.045399,0.0,950.0,-2.46188e-09,1.731397e-08,0.001
2025-04-23 19:24:34.487902,0.0,950.0,-1.971745e-09,1.414757e-08,0.001
2025-04-23 19:24:34.917884,0.0,950.0,-1.798887e-09,2.972382e-08,0.001
2025-04-23 19:24:35.359922,0.0,950.0,-2.074787e-09,1.410213e-08,0.001
2025-04-23 19:24:35.801298,0.0,950.0,-1.839256e-09,1.3517e-08,0.001
2025-04-23 19:24:36.251587,0.0,950.0,-2.029684e-09,1.45355e-08,0.001
2025-04-23 19:24:36.694178,0.0,950.0,-1.948993e-09,1.336665e-08,0.001
2025-04-23 19:24:37.139163,0.0,950.0,-2.02178e-09,1.462984e-08,0.001
2025-04-23 19:24:37.584174,0.0,950.0,-1.81565e-09,1.369278e-08,0.001
2025-04-23 19:24:38.028500,0.0,950.0,-2.251926e-09,1.622868e-08,0.001
2025-04-23 19:24:38.476277,0.0,950.0,-1.779355e-09,1.328048e-08,0.001
2025-04-23 19:24:38.902431,0.0,950.0,-1.715478e-09,3.924322e-08,0.001
2025-04-23 19:24:39.410251,0.0,950.0,-1.850683e-09,1.343203e-08,0.001
2025-04-23 19:24:39.850219,0.0,950.0,-1.666097e-09,1.290247e-08,0.001
2025-04-23 19:24:40.295660,0.0,950.0,-1.822747e-09,1.369104e-08,0.001
2025-04-23 19:24:40.741527,0.0,950.0,-1.687691e-09,1.298193e-08,0.001
2025-04-23 19:24:41.161347,0.0,950.0,-1.922465e-09,1.414728e-08,0.001
2025-04-23 19:24:41.608423,0.0,950.0,-1.699521e-09,1.294208e-08,0.001
2025-04-23 19:24:42.067080,0.0,950.0,-2.023696e-09,1.501074e-08,0.001
2025-04-23 19:24:42.510928,0.0,950.0,-1.773466e-09,1.300627e-08,0.001
2025-04-23 19:24:42.954066,0.0,950.0,-1.289635e-08,1.891584e-08,0.001
2025-04-23 19:24:43.389163,0.0,950.0,-1.887933e-09,1.321773e-08,0.001
2025-04-23 19:24:43.831583,0.0,950.0,-1.761588e-09,1.277289e-08,0.001
2025-04-23 19:24:44.273589,0.0,950.0,-1.951907e-09,1.340467e-08,0.001
2025-04-23 19:24:44.703071,0.0,950.0,-1.882445e-09,1.27227e-08,0.001
2025-04-23 19:24:45.152256,0.0,950.0,-2.099953e-09,1.411316e-08,0.001
2025-04-23 19:24:45.576877,0.0,950.0,-1.855114e-09,1.311738e-08,0.001
2025-04-23 19:24:46.005476,0.0,950.0,-2.602066e-09,1.593662e-08,0.001
2025-04-23 19:24:46.455523,0.0,950.0,-1.901475e-09,1.276339e-08,0.001
2025-04-23 19:24:46.962158,0.0,950.0,-6.202944e-09,1.838058e-08,0.001
2025-04-23 19:24:47.389342,0.0,950.0,-1.870167e-09,1.310994e-08,0.001
2025-04-23 19:24:47.816006,0.0,950.0,-1.774424e-09,1.240248e-08,0.001
2025-04-23 19:24:48.264359,0.0,950.0,-1.969228e-09,1.31906e-08,0.001
2025-04-23 19:24:48.694262,0.0,950.0,-1.81615e-09,1.25313e-08,0.001
2025-04-23 19:24:49.136133,0.0,950.0,-2.131514e-09,1.384159e-08,0.001
2025-04-23 19:24:49.579372,0.0,950.0,-1.860751e-09,1.26904e-08,0.001
2025-04-23 19:24:50.021873,0.0,950.0,-2.570606e-09,1.519849e-08,0.001
