Timestamp,Gate Voltage (V),Drain Voltage (V),Gate Current (A),Drain Current (A),Current Limit (A)
2025-04-23 18:38:40.545641,0.0,800.0,-1.348621e-09,1.198145e-08,0.001
2025-04-23 18:38:40.973607,0.0,800.0,-2.611632e-09,1.632564e-08,0.001
2025-04-23 18:38:41.420492,0.0,800.0,-1.324761e-09,1.190737e-08,0.001
2025-04-23 18:38:41.895968,0.0,800.0,-1.358333e-09,3.497575e-08,0.001
2025-04-23 18:38:42.340573,0.0,800.0,-1.374747e-09,1.21775e-08,0.001
2025-04-23 18:38:42.773216,0.0,800.0,-1.329591e-09,1.125114e-08,0.001
2025-04-23 18:38:43.209678,0.0,800.0,-1.537987e-09,1.228722e-08,0.001
2025-04-23 18:38:43.634964,0.0,800.0,-1.403439e-09,1.157274e-08,0.001
2025-04-23 18:38:44.080061,0.0,800.0,-1.838401e-09,1.339506e-08,0.001
2025-04-23 18:38:44.520853,0.0,800.0,-1.602874e-09,1.156281e-08,0.001
2025-04-23 18:38:44.955950,0.0,800.0,-1.314171e-08,1.76259e-08,0.001
2025-04-23 18:38:45.378437,0.0,800.0,-1.533407e-09,1.180761e-08,0.001
2025-04-23 18:38:45.805571,0.0,800.0,-1.427348e-09,1.103076e-08,0.001
2025-04-23 18:38:46.251320,0.0,800.0,-1.623965e-09,1.168483e-08,0.001
2025-04-23 18:38:46.683148,0.0,800.0,-1.317411e-09,1.113152e-08,0.001
2025-04-23 18:38:47.123958,0.0,800.0,-1.574987e-09,1.27107e-08,0.001
2025-04-23 18:38:47.547462,0.0,800.0,-1.360095e-09,1.121939e-08,0.001
2025-04-23 18:38:47.989163,0.0,800.0,-2.400266e-09,1.486858e-08,0.001
2025-04-23 18:38:48.434407,0.0,800.0,-1.575188e-09,1.123055e-08,0.001
2025-04-23 18:38:48.884824,0.0,800.0,-1.392714e-09,6.964911e-08,0.001
2025-04-23 18:38:49.329280,0.0,800.0,-1.468422e-09,1.138785e-08,0.001
2025-04-23 18:38:49.822472,0.0,800.0,-1.506326e-09,1.076511e-08,0.001
2025-04-23 18:38:50.250896,0.0,800.0,-1.587972e-09,1.17815e-08,0.001
2025-04-23 18:38:50.694194,0.0,800.0,-1.482466e-09,1.077115e-08,0.001
2025-04-23 18:38:51.139443,0.0,800.0,-1.664182e-09,1.194733e-08,0.001
2025-04-23 18:38:51.563991,0.0,800.0,-1.428303e-09,1.095442e-08,0.001
2025-04-23 18:38:51.991731,0.0,800.0,-2.08883e-09,1.419476e-08,0.001
2025-04-23 18:38:52.436966,0.0,800.0,-1.360398e-09,1.090394e-08,0.001
2025-04-23 18:38:52.880631,0.0,800.0,-1.258616e-09,4.874924e-08,0.001
2025-04-23 18:38:53.326651,0.0,800.0,-1.469631e-09,1.1116e-08,0.001
2025-04-23 18:38:53.755237,0.0,800.0,-1.340163e-09,1.045527e-08,0.001
2025-04-23 18:38:54.194714,0.0,800.0,-1.625625e-09,1.172458e-08,0.001
2025-04-23 18:38:54.639165,0.0,800.0,-1.451358e-09,1.060222e-08,0.001
2025-04-23 18:38:55.083525,0.0,800.0,-1.624618e-09,1.214686e-08,0.001
2025-04-23 18:38:55.512291,0.0,800.0,-1.433187e-09,1.071238e-08,0.001
2025-04-23 18:38:55.954384,0.0,800.0,-6.625475e-09,1.5217e-08,0.001
2025-04-23 18:38:56.379544,0.0,800.0,-1.369963e-09,1.105125e-08,0.001
2025-04-23 18:38:56.827075,0.0,800.0,-1.385318e-09,1.025879e-08,0.001
2025-04-23 18:38:57.270657,0.0,800.0,-1.497013e-09,1.101321e-08,0.001
2025-04-23 18:38:57.764148,0.0,800.0,-1.398605e-09,1.013432e-08,0.001
2025-04-23 18:38:58.202162,0.0,800.0,-1.488759e-09,1.123908e-08,0.001
