Timestamp,Gate Voltage (V),Drain Voltage (V),Gate Current (A),Drain Current (A),Current Limit (A)
2025-04-23 17:03:17.002064,0.0,100.0,-2.629456e-10,1.727086e-09,0.001
2025-04-23 17:03:17.444343,0.0,100.0,-2.018858e-10,1.196828e-09,0.001
2025-04-23 17:03:17.889152,0.0,100.0,-1.587971e-10,8.370984e-09,0.001
2025-04-23 17:03:18.333560,0.0,100.0,-1.612639e-10,1.121447e-09,0.001
2025-04-23 17:03:18.777797,0.0,100.0,-8.057267e-11,9.273852e-10,0.001
2025-04-23 17:03:19.210301,0.0,100.0,-2.106448e-10,1.288222e-09,0.001
2025-04-23 17:03:19.651381,0.0,100.0,-1.867845e-10,1.281488e-09,0.001
2025-04-23 17:03:20.094691,0.0,100.0,-2.547905e-10,1.370737e-09,0.001
2025-04-23 17:03:20.581779,0.0,100.0,-1.45709e-10,1.212595e-09,0.001
2025-04-23 17:03:21.030677,0.0,100.0,-2.293206e-10,1.662731e-09,0.001
2025-04-23 17:03:21.474442,0.0,100.0,-1.525056e-10,1.053002e-09,0.001
2025-04-23 17:03:21.905140,0.0,100.0,-1.412291e-10,3.708776e-09,0.001
2025-04-23 17:03:22.346746,0.0,100.0,-1.685628e-10,1.325191e-09,0.001
2025-04-23 17:03:22.776923,0.0,100.0,-1.723382e-10,9.964305e-10,0.001
2025-04-23 17:03:23.219923,0.0,100.0,-1.995197e-10,1.384606e-09,0.001
2025-04-23 17:03:23.678494,0.0,100.0,-2.528777e-10,9.382598e-10,0.001
2025-04-23 17:03:24.123620,0.0,100.0,-2.029423e-10,1.420676e-09,0.001
2025-04-23 17:03:24.567468,0.0,100.0,-1.424877e-10,1.082686e-09,0.001
2025-04-23 17:03:25.005760,0.0,100.0,-3.353303e-10,1.52544e-09,0.001
2025-04-23 17:03:25.449215,0.0,100.0,-1.554747e-10,1.323145e-09,0.001
2025-04-23 17:03:25.889594,0.0,100.0,-2.432634e-10,4.897698e-09,0.001
2025-04-23 17:03:26.335670,0.0,100.0,-2.280116e-10,1.27625e-09,0.001
2025-04-23 17:03:26.780241,0.0,100.0,-1.540653e-10,9.873004e-10,0.001
2025-04-23 17:03:27.272271,0.0,100.0,-1.816001e-10,1.298101e-09,0.001
2025-04-23 17:03:27.701656,0.0,100.0,-1.706768e-10,1.268917e-09,0.001
2025-04-23 17:03:28.141690,0.0,100.0,-2.556974e-10,1.171984e-09,0.001
2025-04-23 17:03:28.588217,0.0,100.0,-1.548202e-10,1.248014e-09,0.001
2025-04-23 17:03:29.031370,0.0,100.0,-2.653116e-10,1.517806e-09,0.001
2025-04-23 17:03:29.473942,0.0,100.0,-1.873886e-10,9.668955e-10,0.001
2025-04-23 17:03:29.915903,0.0,100.0,-1.369507e-10,2.971335e-09,0.001
2025-04-23 17:03:30.360059,0.0,100.0,-2.930469e-10,1.055397e-09,0.001
2025-04-23 17:03:30.798684,0.0,100.0,-1.84821e-10,1.108177e-09,0.001
2025-04-23 17:03:31.241675,0.0,100.0,-1.607606e-10,1.217631e-09,0.001
2025-04-23 17:03:31.691505,0.0,100.0,-2.353105e-10,9.045863e-10,0.001
2025-04-23 17:03:32.132683,0.0,100.0,-2.37374e-10,1.399224e-09,0.001
2025-04-23 17:03:32.577022,0.0,100.0,-2.317359e-10,1.048962e-09,0.001
2025-04-23 17:03:33.019844,0.0,100.0,-2.375759e-10,1.551181e-09,0.001
2025-04-23 17:03:33.465475,0.0,100.0,-2.123055e-10,1.151381e-09,0.001
2025-04-23 17:03:33.956863,0.0,100.0,-7.891245e-10,1.786651e-09,0.001
2025-04-23 17:03:34.396539,0.0,100.0,-1.608612e-10,1.0539e-09,0.001
